fir_number,incident_date,incident_time,timestamp,district,police_station,crime_category,sub_category,latitude,longitude,severity_score,status,modus_operandi,suspect_id,suspect_name,gang_affiliation,estimated_loss_inr,is_cybercrime,repeat_offender
FIR-2025-KAL-4251,2025-08-26,15:27:56,2025-08-26T15:27:56.033920,Kalaburagi,Brahampur PS,Commercial Fraud,Real Estate Scam,17.268431,76.811528,6,Charge Sheeted,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,1800000.0,0,0
FIR-2026-BEN-4252,2026-04-09,08:03:56,2026-04-09T08:03:56.033920,Bengaluru City,Rajajinagar PS,Commercial Fraud,Real Estate Scam,13.005062,77.449954,7,Solved,Fake visa offer,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-BEN-4253,2026-01-04,11:58:56,2026-01-04T11:58:56.033920,Bengaluru City,Hebbal PS,Assault & Violent Crime,Street Brawl,12.920202,77.550865,9,Solved,Pre-meditated attack,SUS-1005,Vikram Singh,North India Cyber Syndicate,810000.0,0,0
FIR-2026-TUM-4254,2026-03-19,20:10:56,2026-03-19T20:10:56.033920,Tumakuru,Kyathsandra PS,Narcotics,MDMA / Synthetic Drugs,13.396632,77.08337,8,Pending,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2025-MYS-4255,2025-09-11,13:27:56,2025-09-11T13:27:56.033920,Mysuru,Devaraja PS,Assault & Violent Crime,Grievous Hurt,12.282462,76.667239,6,Suspect Identified,Group clash over property dispute,SUS-1007,Praveen Gowda,Koramangala Network,6000.0,0,1
FIR-2025-BEL-4256,2025-09-05,02:38:56,2025-09-05T02:38:56.033920,Belagavi,Camp PS,Assault & Violent Crime,Grievous Hurt,15.815396,74.557761,9,Pending,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,2700000.0,0,0
FIR-2025-BEL-4257,2025-11-09,02:48:56,2025-11-09T02:48:56.033920,Belagavi,Tilakwadi PS,Commercial Fraud,Ponzi Scheme,15.808751,74.423183,5,Charge Sheeted,High return investment scheme,SUS-1007,Praveen Gowda,Koramangala Network,5000.0,0,0
FIR-2026-BEL-4258,2026-03-17,00:54:56,2026-03-17T00:54:56.033920,Belagavi,Khade Bazar PS,Cybercrime,Identity Theft,15.91764,74.418527,4,Solved,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,96000.0,1,0
FIR-2026-TUM-4259,2026-02-18,08:10:56,2026-02-18T08:10:56.033920,Tumakuru,Town PS Tumakuru,Chain Snatching & Theft,House Burglary,13.341514,77.11222,4,Suspect Identified,Unlocked house entry at night,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,360000.0,0,0
FIR-2025-MYS-4260,2025-11-24,03:50:56,2025-11-24T03:50:56.033920,Mysuru,Lashkar PS,Commercial Fraud,Real Estate Scam,12.295934,76.64147,6,Pending,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-TUM-4261,2026-04-02,10:34:56,2026-04-02T10:34:56.033920,Tumakuru,Kyathsandra PS,Commercial Fraud,Job Fraud,13.378165,77.101799,6,Under Investigation,High return investment scheme,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-MAN-4262,2026-05-29,06:44:56,2026-05-29T06:44:56.033920,Mangaluru,Urwa PS,Cybercrime,Identity Theft,12.957284,74.884322,6,Charge Sheeted,Phishing Site,UNKNOWN,Unidentified Suspect,None,0.0,1,0
FIR-2025-MYS-4263,2025-10-27,21:27:56,2025-10-27T21:27:56.033920,Mysuru,Devaraja PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,12.274347,76.607245,7,Under Investigation,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
FIR-2026-HUB-4264,2026-05-14,13:40:56,2026-05-14T13:40:56.033920,Hubballi-Dharwad,Dharwad Town PS,Assault & Violent Crime,Group Assault,15.315523,75.186254,6,Suspect Identified,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,144000.0,0,0
FIR-2026-MYS-4265,2026-03-23,04:35:56,2026-03-23T04:35:56.033920,Mysuru,Vidyaranyapuram PS,Commercial Fraud,Ponzi Scheme,12.298683,76.674452,6,Suspect Identified,High return investment scheme,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,18000.0,0,1
FIR-2025-MAN-4266,2025-11-22,14:28:56,2025-11-22T14:28:56.033920,Mangaluru,Barkhe PS,Chain Snatching & Theft,Mobile Theft,12.871489,74.833865,4,Under Investigation,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,40000.0,0,0
FIR-2025-KAL-4267,2025-08-04,18:35:56,2025-08-04T18:35:56.033920,Kalaburagi,Station Bazar PS,Commercial Fraud,Ponzi Scheme,17.388129,76.895671,5,Solved,High return investment scheme,SUS-1008,Deepak Sharma,DarkNet Syndicate,50000.0,0,1
FIR-2025-KAL-4268,2025-11-21,01:21:56,2025-11-21T01:21:56.033920,Kalaburagi,Brahampur PS,Commercial Fraud,Job Fraud,17.369446,76.89056,6,Solved,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-MYS-4269,2026-03-18,15:37:56,2026-03-18T15:37:56.033920,Mysuru,Devaraja PS,Cybercrime,Financial Fraud,12.326049,76.601848,4,Pending,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,360000.0,1,0
FIR-2026-BEL-4270,2026-03-29,11:54:56,2026-03-29T11:54:56.033920,Belagavi,Camp PS,Chain Snatching & Theft,House Burglary,15.863753,74.48932,5,Solved,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,5000.0,0,0
FIR-2026-HUB-4271,2026-03-28,17:23:56,2026-03-28T17:23:56.033920,Hubballi-Dharwad,Vidyanagar PS,Chain Snatching & Theft,House Burglary,15.318984,75.055035,4,Solved,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,1200000.0,0,0
FIR-2025-TUM-4272,2025-09-26,05:07:56,2025-09-26T05:07:56.033920,Tumakuru,New Extension PS,Assault & Violent Crime,Group Assault,13.366216,77.070962,6,Solved,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-HUB-4273,2026-04-20,03:15:56,2026-04-20T03:15:56.033920,Hubballi-Dharwad,Dharwad Town PS,Robbery & Extortion,Highway Dacoity,15.383931,75.211035,7,Solved,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2026-MAN-4274,2026-04-03,11:12:56,2026-04-03T11:12:56.033920,Mangaluru,Urwa PS,Cybercrime,Phishing / OTP Fraud,12.974122,74.826054,8,Charge Sheeted,Fake Tech Support,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,80000.0,1,1
FIR-2025-BEL-4275,2025-12-31,07:25:56,2025-12-31T07:25:56.033920,Belagavi,Khade Bazar PS,Chain Snatching & Theft,Vehicle Theft,15.825159,74.542274,3,Charge Sheeted,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,72000.0,0,0
FIR-2026-BEN-4276,2026-05-08,14:41:56,2026-05-08T14:41:56.033920,Bengaluru City,Jayanagar PS,Chain Snatching & Theft,Mobile Theft,13.111244,77.559161,4,Under Investigation,Master key ignition,UNKNOWN,Unidentified Suspect,None,40000.0,0,0
FIR-2026-BEL-4277,2026-06-21,03:07:56,2026-06-21T03:07:56.033920,Belagavi,Camp PS,Commercial Fraud,Ponzi Scheme,15.900413,74.49133,8,Suspect Identified,Fake government sanction letter,SUS-1003,Manjunath V,Koramangala Network,2400000.0,0,0
FIR-2026-BEL-4278,2026-07-13,18:11:56,2026-07-13T18:11:56.033920,Belagavi,APMC PS,Narcotics,Ganja Possession,15.868023,74.447779,6,Charge Sheeted,Near college campuses,UNKNOWN,Unidentified Suspect,None,18000.0,0,0
FIR-2025-BEL-4279,2025-10-08,12:05:56,2025-10-08T12:05:56.033920,Belagavi,Khade Bazar PS,Assault & Violent Crime,Street Brawl,15.809286,74.575408,5,Suspect Identified,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,5000.0,0,0
FIR-2026-KAL-4280,2026-07-04,23:41:56,2026-07-04T23:41:56.033920,Kalaburagi,Chowk PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,17.389223,76.803309,3,Charge Sheeted,Master key ignition,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,72000.0,0,0
FIR-2026-TUM-4281,2026-06-12,06:25:56,2026-06-12T06:25:56.033920,Tumakuru,Town PS Tumakuru,Narcotics,MDMA / Synthetic Drugs,13.361745,77.122785,10,Solved,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,30000.0,0,0
FIR-2025-MYS-4282,2025-12-12,15:39:56,2025-12-12T15:39:56.033920,Mysuru,Devaraja PS,Assault & Violent Crime,Street Brawl,12.227749,76.631299,9,Charge Sheeted,Group clash over property dispute,SUS-1004,Kiran @ Shadow,MG Road Gang,90000.0,0,0
FIR-2026-MAN-4283,2026-05-29,18:45:56,2026-05-29T18:45:56.033920,Mangaluru,Pandeshwar PS,Assault & Violent Crime,Group Assault,12.865829,74.810636,6,Solved,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,60000.0,0,0
FIR-2026-MYS-4284,2026-05-07,23:47:56,2026-05-07T23:47:56.033920,Mysuru,Vidyaranyapuram PS,Assault & Violent Crime,Street Brawl,12.363816,76.70503,9,Solved,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-BAL-4285,2025-08-20,02:19:56,2025-08-20T02:19:56.033920,Ballari,Gandhinagar PS,Chain Snatching & Theft,Mobile Theft,15.106663,76.986224,3,Solved,Unlocked house entry at night,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,3000.0,0,0
FIR-2026-MAN-4286,2026-02-20,22:43:56,2026-02-20T22:43:56.033920,Mangaluru,Ullal PS,Robbery & Extortion,Highway Dacoity,12.851215,74.856749,9,Charge Sheeted,Posing as local gang member,SUS-1007,Praveen Gowda,Koramangala Network,27000.0,0,0
FIR-2026-BEN-4287,2026-05-01,12:40:56,2026-05-01T12:40:56.033920,Bengaluru City,Jayanagar PS,Narcotics,Inter-State Drug Trafficking,13.033588,77.509427,8,Under Investigation,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2026-MYS-4288,2026-06-23,00:47:56,2026-06-23T00:47:56.033920,Mysuru,Nazarbad PS,Narcotics,Ganja Possession,12.234704,76.636082,9,Under Investigation,Courier shipment concealed in electronics,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,0.0,0,1
FIR-2025-HUB-4289,2025-10-16,13:29:56,2025-10-16T13:29:56.033920,Hubballi-Dharwad,Bendigeri PS,Narcotics,MDMA / Synthetic Drugs,15.276999,75.162395,7,Suspect Identified,Darkweb ordering + Dead drop,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,21000.0,0,0
FIR-2025-BEL-4290,2025-09-22,19:57:56,2025-09-22T19:57:56.033920,Belagavi,Camp PS,Assault & Violent Crime,Street Brawl,15.851197,74.54494,9,Under Investigation,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,9000.0,0,0
FIR-2025-TUM-4291,2025-11-01,09:43:56,2025-11-01T09:43:56.033920,Tumakuru,New Extension PS,Assault & Violent Crime,Grievous Hurt,13.384516,77.053098,5,Pending,Altercation near bar/liquor shop,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,5000.0,0,0
FIR-2025-MYS-4292,2025-12-19,23:58:56,2025-12-19T23:58:56.033920,Mysuru,Lashkar PS,Robbery & Extortion,Armed Robbery,12.322205,76.573592,9,Suspect Identified,Posing as local gang member,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,0.0,0,1
FIR-2025-MYS-4293,2025-12-18,06:38:56,2025-12-18T06:38:56.033920,Mysuru,Vidyaranyapuram PS,Narcotics,Inter-State Drug Trafficking,12.23992,76.650053,8,Pending,Courier shipment concealed in electronics,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,0.0,0,0
FIR-2025-HUB-4294,2025-12-15,17:53:56,2025-12-15T17:53:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Chain Snatching & Theft,Mobile Theft,15.388021,75.153272,3,Suspect Identified,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,72000.0,0,0
FIR-2025-BAL-4295,2025-08-15,14:03:56,2025-08-15T14:03:56.033920,Ballari,Cowled Bazar PS,Assault & Violent Crime,Street Brawl,15.099319,76.87092,8,Under Investigation,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,192000.0,0,0
FIR-2026-HUB-4296,2026-01-02,01:48:56,2026-01-02T01:48:56.033920,Hubballi-Dharwad,Vidyanagar PS,Narcotics,Ganja Possession,15.278728,75.211043,10,Pending,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,100000.0,0,0
FIR-2026-KAL-4297,2026-06-19,05:45:56,2026-06-19T05:45:56.033920,Kalaburagi,Brahampur PS,Narcotics,MDMA / Synthetic Drugs,17.292282,76.76213,7,Suspect Identified,Courier shipment concealed in electronics,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,0.0,0,1
FIR-2025-MYS-4298,2025-12-13,12:09:56,2025-12-13T12:09:56.033920,Mysuru,Kuuvempunagar PS,Chain Snatching & Theft,House Burglary,12.330251,76.685915,3,Under Investigation,Unlocked house entry at night,SUS-1009,Farooq Ahmed,Coastal Smugglers,3000.0,0,0
FIR-2025-BAL-4299,2025-07-22,20:17:56,2025-07-22T20:17:56.033920,Ballari,Gandhinagar PS,Narcotics,Inter-State Drug Trafficking,15.116506,76.953853,7,Solved,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
FIR-2026-BEL-4300,2026-06-24,03:42:56,2026-06-24T03:42:56.033920,Belagavi,Khade Bazar PS,Robbery & Extortion,Extortion Call,15.814209,74.54754,10,Under Investigation,Posing as local gang member,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,900000.0,0,1
FIR-2025-TUM-4301,2025-10-15,08:28:56,2025-10-15T08:28:56.033920,Tumakuru,Kyathsandra PS,Cybercrime,Sextortion,13.39929,77.107304,6,Charge Sheeted,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,6000.0,1,0
FIR-2025-KAL-4302,2025-10-06,14:02:56,2025-10-06T14:02:56.033920,Kalaburagi,M B Nagar PS,Chain Snatching & Theft,House Burglary,17.287238,76.892738,6,Suspect Identified,Master key ignition,UNKNOWN,Unidentified Suspect,None,144000.0,0,0
FIR-2026-MAN-4303,2026-06-08,22:05:56,2026-06-08T22:05:56.033920,Mangaluru,Barkhe PS,Robbery & Extortion,Armed Robbery,12.94367,74.889828,9,Solved,Sharp weapon threat at night,SUS-1009,Farooq Ahmed,Coastal Smugglers,0.0,0,1
FIR-2026-MYS-4304,2026-01-14,14:56:56,2026-01-14T14:56:56.033920,Mysuru,Nazarbad PS,Chain Snatching & Theft,Vehicle Theft,12.307516,76.715224,7,Suspect Identified,Master key ignition,UNKNOWN,Unidentified Suspect,None,21000.0,0,0
FIR-2025-BAL-4305,2025-10-09,08:11:56,2025-10-09T08:11:56.033920,Ballari,Gandhinagar PS,Commercial Fraud,Real Estate Scam,15.151034,76.965765,5,Under Investigation,Fake visa offer,SUS-1009,Farooq Ahmed,Coastal Smugglers,15000.0,0,1
FIR-2026-KAL-4306,2026-04-03,20:02:56,2026-04-03T20:02:56.033920,Kalaburagi,M B Nagar PS,Cybercrime,Identity Theft,17.265432,76.841155,5,Suspect Identified,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,1500000.0,1,0
FIR-2025-BEN-4307,2025-11-13,11:10:56,2025-11-13T11:10:56.033920,Bengaluru City,Whitefield PS,Commercial Fraud,Job Fraud,12.997003,77.490794,5,Solved,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,120000.0,0,0
FIR-2026-HUB-4308,2026-07-19,03:22:56,2026-07-19T03:22:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Commercial Fraud,Ponzi Scheme,15.311649,75.089902,6,Suspect Identified,Fake government sanction letter,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,60000.0,0,1
FIR-2026-MAN-4309,2026-03-01,03:41:56,2026-03-01T03:41:56.033920,Mangaluru,Pandeshwar PS,Robbery & Extortion,Armed Robbery,12.972416,74.840996,10,Under Investigation,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,240000.0,0,0
FIR-2026-BAL-4310,2026-03-25,20:08:56,2026-03-25T20:08:56.033920,Ballari,Gandhinagar PS,Commercial Fraud,Job Fraud,15.121596,76.895189,7,Suspect Identified,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2025-TUM-4311,2025-12-10,00:47:56,2025-12-10T00:47:56.033920,Tumakuru,New Extension PS,Assault & Violent Crime,Group Assault,13.377904,77.1094,7,Suspect Identified,Altercation near bar/liquor shop,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,0.0,0,1
FIR-2026-MAN-4312,2026-06-11,20:34:56,2026-06-11T20:34:56.033920,Mangaluru,Urwa PS,Commercial Fraud,Real Estate Scam,12.912084,74.893217,8,Suspect Identified,Fake government sanction letter,SUS-1003,Manjunath V,Koramangala Network,24000.0,0,1
FIR-2026-BAL-4313,2026-06-11,03:32:56,2026-06-11T03:32:56.033920,Ballari,Gandhinagar PS,Narcotics,MDMA / Synthetic Drugs,15.113534,76.949165,9,Suspect Identified,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,2700000.0,0,0
FIR-2026-KAL-4314,2026-03-03,08:46:56,2026-03-03T08:46:56.033920,Kalaburagi,Station Bazar PS,Cybercrime,Financial Fraud,17.288464,76.795513,4,Pending,Phishing Site,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,1200000.0,1,0
FIR-2026-BEL-4315,2026-03-03,08:08:56,2026-03-03T08:08:56.033920,Belagavi,Khade Bazar PS,Commercial Fraud,Job Fraud,15.916342,74.462836,8,Pending,Fake government sanction letter,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,192000.0,0,0
FIR-2026-MAN-4316,2026-06-25,15:21:56,2026-06-25T15:21:56.033920,Mangaluru,Ullal PS,Narcotics,MDMA / Synthetic Drugs,12.881288,74.849315,7,Under Investigation,Near college campuses,SUS-1008,Deepak Sharma,DarkNet Syndicate,21000.0,0,1
FIR-2025-BEN-4317,2025-10-29,18:58:56,2025-10-29T18:58:56.033920,Bengaluru City,Koramangala PS,Commercial Fraud,Real Estate Scam,12.830769,77.475721,4,Charge Sheeted,Fake visa offer,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-TUM-4318,2025-08-24,04:58:56,2025-08-24T04:58:56.033920,Tumakuru,Kyathsandra PS,Commercial Fraud,Ponzi Scheme,13.334648,77.135475,6,Solved,High return investment scheme,SUS-1003,Manjunath V,Koramangala Network,60000.0,0,1
FIR-2026-KAL-4319,2026-03-10,01:38:56,2026-03-10T01:38:56.033920,Kalaburagi,Brahampur PS,Narcotics,Inter-State Drug Trafficking,17.391742,76.842086,8,Charge Sheeted,Darkweb ordering + Dead drop,SUS-1003,Manjunath V,Koramangala Network,8000.0,0,1
FIR-2025-BEL-4320,2025-09-04,18:40:56,2025-09-04T18:40:56.033920,Belagavi,Tilakwadi PS,Robbery & Extortion,Highway Dacoity,15.906077,74.429445,7,Pending,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2026-MAN-4321,2026-04-02,03:43:56,2026-04-02T03:43:56.033920,Mangaluru,Pandeshwar PS,Narcotics,Inter-State Drug Trafficking,12.977736,74.826178,7,Suspect Identified,Courier shipment concealed in electronics,SUS-1005,Vikram Singh,North India Cyber Syndicate,21000.0,0,1
FIR-2025-KAL-4322,2025-08-01,00:18:56,2025-08-01T00:18:56.033920,Kalaburagi,Brahampur PS,Narcotics,Ganja Possession,17.275451,76.883727,9,Charge Sheeted,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-BAL-4323,2026-01-31,06:40:56,2026-01-31T06:40:56.033920,Ballari,Cowled Bazar PS,Commercial Fraud,Ponzi Scheme,15.161381,76.915032,6,Solved,High return investment scheme,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-BEN-4324,2025-12-21,23:26:56,2025-12-21T23:26:56.033920,Bengaluru City,Whitefield PS,Assault & Violent Crime,Street Brawl,12.996538,77.659641,9,Suspect Identified,Group clash over property dispute,SUS-1008,Deepak Sharma,DarkNet Syndicate,2700000.0,0,0
FIR-2025-BEN-4325,2025-09-18,17:50:56,2025-09-18T17:50:56.033920,Bengaluru City,Indiranagar PS,Chain Snatching & Theft,House Burglary,13.058163,77.466452,4,Pending,Master key ignition,UNKNOWN,Unidentified Suspect,None,96000.0,0,0
FIR-2025-BAL-4326,2025-08-19,13:02:56,2025-08-19T13:02:56.033920,Ballari,Gandhinagar PS,Assault & Violent Crime,Grievous Hurt,15.156782,76.930153,6,Charge Sheeted,Altercation near bar/liquor shop,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,0.0,0,1
FIR-2025-BEN-4327,2025-12-27,10:54:56,2025-12-27T10:54:56.033920,Bengaluru City,Indiranagar PS,Narcotics,Ganja Possession,12.865665,77.447504,7,Charge Sheeted,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2026-HUB-4328,2026-04-19,11:22:56,2026-04-19T11:22:56.033920,Hubballi-Dharwad,Bendigeri PS,Cybercrime,Sextortion,15.348507,75.120467,5,Pending,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,15000.0,1,0
FIR-2025-HUB-4329,2025-09-22,05:17:56,2025-09-22T05:17:56.033920,Hubballi-Dharwad,Vidyanagar PS,Assault & Violent Crime,Group Assault,15.305335,75.102453,6,Suspect Identified,Group clash over property dispute,SUS-1009,Farooq Ahmed,Coastal Smugglers,18000.0,0,1
FIR-2026-MAN-4330,2026-01-26,09:46:56,2026-01-26T09:46:56.033920,Mangaluru,Kadri PS,Cybercrime,Financial Fraud,12.875551,74.849917,7,Charge Sheeted,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,0.0,1,0
FIR-2026-BEL-4331,2026-02-19,13:44:56,2026-02-19T13:44:56.033920,Belagavi,Khade Bazar PS,Assault & Violent Crime,Street Brawl,15.841497,74.446143,7,Solved,Group clash over property dispute,SUS-1008,Deepak Sharma,DarkNet Syndicate,168000.0,0,1
FIR-2025-TUM-4332,2025-07-25,04:51:56,2025-07-25T04:51:56.033920,Tumakuru,New Extension PS,Chain Snatching & Theft,Vehicle Theft,13.368979,77.04746,5,Suspect Identified,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,50000.0,0,0
FIR-2025-KAL-4333,2025-10-24,04:54:56,2025-10-24T04:54:56.033920,Kalaburagi,Brahampur PS,Chain Snatching & Theft,Vehicle Theft,17.393883,76.83687,3,Charge Sheeted,Unlocked house entry at night,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,270000.0,0,1
FIR-2026-BEN-4334,2026-03-01,01:29:56,2026-03-01T01:29:56.033920,Bengaluru City,Cubbon Park PS,Robbery & Extortion,Armed Robbery,12.896864,77.623815,9,Under Investigation,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,216000.0,0,0
FIR-2025-TUM-4335,2025-11-25,18:30:56,2025-11-25T18:30:56.033920,Tumakuru,New Extension PS,Narcotics,Ganja Possession,13.298985,77.117679,7,Suspect Identified,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
FIR-2026-KAL-4336,2026-03-15,12:08:56,2026-03-15T12:08:56.033920,Kalaburagi,Chowk PS,Assault & Violent Crime,Grievous Hurt,17.3727,76.758991,6,Pending,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-HUB-4337,2025-11-10,23:25:56,2025-11-10T23:25:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Robbery & Extortion,Armed Robbery,15.449801,75.197955,8,Solved,Posing as local gang member,SUS-1005,Vikram Singh,North India Cyber Syndicate,720000.0,0,1
FIR-2025-MYS-4338,2025-08-25,13:08:56,2025-08-25T13:08:56.033920,Mysuru,Devaraja PS,Robbery & Extortion,Highway Dacoity,12.366788,76.636493,7,Suspect Identified,Posing as local gang member,SUS-1003,Manjunath V,Koramangala Network,2100000.0,0,1
FIR-2026-TUM-4339,2026-04-20,10:40:56,2026-04-20T10:40:56.033920,Tumakuru,Town PS Tumakuru,Robbery & Extortion,Extortion Call,13.337857,77.047676,10,Pending,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-MAN-4340,2026-05-07,10:30:56,2026-05-07T10:30:56.033920,Mangaluru,Kadri PS,Chain Snatching & Theft,House Burglary,12.876286,74.876704,6,Pending,Master key ignition,SUS-1004,Kiran @ Shadow,MG Road Gang,540000.0,0,1
FIR-2026-BEL-4341,2026-05-23,16:18:56,2026-05-23T16:18:56.033920,Belagavi,Camp PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.830085,74.530849,5,Pending,Master key ignition,SUS-1007,Praveen Gowda,Koramangala Network,5000.0,0,1
